Date,Price,Pct_Change,Abs_Pct_Change
11/14/12,10.95895242,-0.003550677,0.003550677
11/15/12,11.17510986,0.019724279,0.019724279
11/16/12,11.70504483,0.047421008,0.047421008
11/17/12,11.7500424,0.003844289,0.003844289
11/18/12,11.66563103,-0.00718392,0.00718392
11/19/12,11.75052935,0.007277645,0.007277645
11/20/12,11.69917032,-0.004370785,0.004370785
11/21/12,11.72913518,0.002561281,0.002561281
11/22/12,12.29199795,0.047988429,0.047988429
11/23/12,12.28028762,-0.000952679,0.000952679
11/24/12,12.4132044,0.010823589,0.010823589
11/25/12,12.52968949,0.009383966,0.009383966
11/26/12,12.18462624,-0.027539649,0.027539649
11/27/12,12.15927538,-0.002080561,0.002080561
11/28/12,12.33165983,0.014177197,0.014177197
11/29/12,12.49766165,0.013461434,0.013461434
11/30/12,12.58613893,0.007079506,0.007079506
12/1/12,12.59238687,0.000496415,0.000496415
12/2/12,12.49794476,-0.007499937,0.007499937
12/3/12,12.65695784,0.012723138,0.012723138
12/4/12,13.36958958,0.056303557,0.056303557
12/5/12,13.31275022,-0.004251391,0.004251391
12/6/12,13.47792454,0.012407227,0.012407227
12/7/12,13.47728245,-4.76402E-05,4.76402E-05
12/8/12,13.49998441,0.001684461,0.001684461
12/9/12,13.34651089,-0.011368422,0.011368422
12/10/12,13.49225658,0.010920134,0.010920134
12/11/12,13.61541567,0.009128131,0.009128131
12/12/12,13.66821364,0.003877809,0.003877809
12/13/12,13.75525152,0.006367904,0.006367904
12/14/12,13.60092225,-0.011219662,0.011219662
12/15/12,13.53094829,-0.005144796,0.005144796
12/16/12,13.33286108,-0.014639566,0.014639566
12/17/12,13.32007195,-0.000959218,0.000959218
12/18/12,13.27203387,-0.003606443,0.003606443
12/19/12,13.53854318,0.020080518,0.020080518
12/20/12,13.57002703,0.002325497,0.002325497
12/21/12,13.428968,-0.010394896,0.010394896
12/22/12,13.42721391,-0.00013062,0.00013062
12/23/12,13.31810576,-0.008125897,0.008125897
12/24/12,13.42666267,0.008151078,0.008151078
12/25/12,13.365567,-0.004550324,0.004550324
12/26/12,13.45469902,0.006668779,0.006668779
12/27/12,13.39930318,-0.004117211,0.004117211
12/28/12,13.45550722,0.004194549,0.004194549
12/29/12,13.37400386,-0.006057249,0.006057249
12/30/12,13.4450138,0.00530955,0.00530955
12/31/12,13.54555244,0.007477764,0.007477764
1/1/13,13.33137142,-0.015811907,0.015811907
1/2/13,13.28060681,-0.003807906,0.003807906
1/3/13,13.38408115,0.007791386,0.007791386
1/4/13,13.45172115,0.005053765,0.005053765
1/5/13,13.45940677,0.000571348,0.000571348
1/6/13,13.50449651,0.003350054,0.003350054
1/7/13,13.55606166,0.003818369,0.003818369
1/8/13,13.78035063,0.01654529,0.01654529
1/9/13,13.82095526,0.00294656,0.00294656
1/10/13,14.12317286,0.021866622,0.021866622
1/11/13,14.22762112,0.007395524,0.007395524
1/12/13,14.21428566,-0.000937294,0.000937294
1/13/13,14.16078827,-0.003763635,0.003763635
1/14/13,14.31797032,0.01109981,0.01109981
1/15/13,14.31363775,-0.000302597,0.000302597
1/16/13,14.70781405,0.027538513,0.027538513
1/17/13,15.59859974,0.060565471,0.060565471
1/18/13,15.71579112,0.007512943,0.007512943
1/19/13,15.5881264,-0.008123341,0.008123341
1/20/13,15.71959214,0.00843371,0.00843371
1/21/13,16.78101952,0.067522578,0.067522578
1/22/13,17.30017884,0.030937293,0.030937293
1/23/13,17.53639542,0.013653997,0.013653997
1/24/13,16.90108607,-0.036228047,0.036228047
1/25/13,17.40720203,0.029945765,0.029945765
